X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-78.737400739,44.3552591370001,7828,172385882,8419277,Pharmacy,RP,Shoppers Drug Mart #948, , , ,74 Kent Street West, , ,Kawartha Lakes,K9V2Y4,20220428140017,20220426154458
-79.596629659,43.727185288,7829,172386000,8541571,Pharmacy,LTCF,Humber Valley Terrace, , , ,95 Humber College Boulevard, , ,Toronto,M9V5B5,20220428135959,20220426154519
-81.6876285829999,52.2088547660001,7830,172381867,2434217,Pharmacy,HOPD,Waha-Fort Albany Hospital, , , ,Main Street,Outpatient Pharmacy Dept 1, ,Fort Albany,P0L1H0,20220428140029,20220426153306
-79.384364185,43.657837586,7831,172385373,7841990,Pharmacy,RP,Toronto Wellness Pharmacy, , , ,655 Bay Street,Unit 1800, ,Toronto,M5G2K4,20220428140034,20220426154326
-79.820481995,43.3303855080001,7832,172385789,8320612,Pharmacy,RP,Morelli's Pharmacy, , , ,1225 Fairview Street, , ,Burlington,L7S1Y3,20220428135913,20220426154446
-79.629901768,43.7141428840001,7833,172384510,6840118,Pharmacy,RP,Shoppers Simply  Pharmacy#3072, , , ,3530 Derry Road East, , ,Mississauga,L4T4E3,20220428140015,20220426154043
-79.5717139499999,43.719328488,7834,172377646,9000000100,AIDS Bureau,"AT site, HIV POC Testing",Rexdale Community Health Centre, , , ,8 Taber Road, ,Practice Location,Toronto,M9W3A4,20220428140057,20220426161818
-76.567488328,44.2730650190001,7835,172384256,6515470,Pharmacy,RP,Medical Pharmacy, , , ,631 Fortune Crescent,Unit 7, ,Kingston,K7P0L5,20220428135956,20220426154000
-79.357160076,43.6574552870001,7836,172380073,2740,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Houselink & Mainstay Community Housing, , , ,550 Queen Street East,Suite 150,Administration and Practice Location,Toronto,M5A1V2,20220428140026,20220426152827
-75.645071318,45.388092251,7837,172383154,4974790,Pharmacy,RP,Pharmasave Cyril Pharmacy, , , ,1795 Kilborn Avenue, , ,Ottawa,K1H6N1,20220428135924,20220426153618
-75.677477729,45.3856281500001,7838,172383557,5560118,Pharmacy,RP,Wal-Mart Pharmacy #1200, , , ,2277 Riverside Drive, , ,Ottawa,K1H7X6,20220428140031,20220426153750
-81.003897873,43.382156761,7839,172377941,8,Family Health Team - Contract,Site,STAR Family Health Team, , , ,700 O'Loane Avenue, , ,Stratford,N5A6S6,20220428135903,20220426160946
-75.298662016,45.541300392,7840,172382882,4527550,Pharmacy,RP,Drug Store Pharmacy #4117, , , ,2737 Laurier Street, , ,Clarence-Rockland,K4K1A3,20220428140012,20220426153522
-81.704938726,43.7311940870001,7841,172386865,S0503,Retirement Home, ,Harbour Hill Retirement Community, , , ,104 Suncoast Drive, , ,Goderich,N7A0A7,20220428140054,20220426154725
-80.22428883,44.5026935920001,7842,172387687,4009,Community Support Service,Site,Breaking Down Barriers-an Independent Living Centre Inc., ,COLLINGWOOD Independent Living Ctr, ,275 First Street,Unit 9, ,Collingwood,L9Y1A8,20220428135945,20220428113233
-79.6881181479999,44.390215799,7843,172385494,7995592,Pharmacy,RP,Pharmaright Pharmacy, , , ,43 Collier Street, , ,Barrie,L4M1G5,20220428140052,20220426154350
-93.395044856,48.6117259820001,7844,172379652,3437,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Fort Frances Branch, , , ,612 Portage Avenue, ,Practice Location,Fort Frances,P9A3M8,20220428140025,20220426152730
-81.247710115,42.993665981,7845,172379875,4812,Mental Health and Addiction Organization,Mental Health Services,ConnexOntario Health Services Information, , , ,256 Pall Mall Street,Suite 300,Administrative Office,London,N6A5P6,20220428135905,20220426152800
-79.331322168,43.6628381890001,7846,172381120,704134,Pharmacy,LTCF,Heritage Nursing Home (The), , , ,1195 Queen Street East, , ,Toronto,M4M1L6,20220428140009,20220426153125
-79.702211478,43.5623282540001,7847,172378949,3630,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,2000 Credit Valley Road, , ,Mississauga,L5M4N4,20220428135949,20220428101132
-79.3899927859999,43.657522086,7848,172377613,9000000068,AIDS Bureau,HIV Outpatient Clinic,"Mount Sinai Hospital, Department of Psychiatry, Clinic for HIV-Related Concerns", , , ,600 University Avenue,Unit 965D,Practice Location,Toronto,M5G1X5,20220428135932,20220426161823
-80.903512747,46.4323704760001,7849,172384509,6838997,Pharmacy,RP,Valley Plaza Pharmacy, , , ,5085 Ontario 69,Postal Office Box 3040, ,Greater Sudbury,P3P1J6,20220428135911,20220426154043
-79.4564816119999,43.710632192,7850,172388763,3020,Long-Term Care Home,Non-Profit,Villa Colombo Homes for the Aged, , , ,40 Playfair Avenue, , ,Toronto,M6B2P9,20220428140040,20220426155140
-80.480231418,43.4908090050001,7851,172386776,T0372,Retirement Home, ,Cobble Creek Residence Inc., , , ,210 Woolwich Street, , ,Kitchener,N2K1S7,20220428140112,20220426154714
-78.866086841,43.904351553,7852,172380963,261718,Pharmacy,RP,Oshawa Health Centre Pharmacy, , , ,247 Simcoe Street North, , ,Oshawa,L1G4T3,20220428135951,20220426153104
-89.257733264,48.390622357,7853,172379590,12252,Mental Health and Addiction Organization,Mental Health Services,Brain Injury Services of Northern Ontario, , , ,426 Balmoral Street, ,Administration and Practice Location,Thunder Bay,P7C5G8,20220428140043,20220426152721
-79.298359972,43.8252480190001,7854,172384935,7321999,Pharmacy,RP,Midland & Steeles Medical Phar, , , ,4779 Steeles Avenue East,Unit B4, ,Toronto,M1V4S5,20220428140109,20220426154204
-80.99550597,43.37735696,7855,172388171,4861,Community Support Service,Site,Hospice Care Avon Maitland, ,STRATFORD Hospice Care Avon, ,Huron Street South,"Postal Office Box 25004, tation", ,Stratford,N5A0B4,20220428140002,20220428112942
-79.4296008859999,44.61828375,7856,172380494,1965,Mental Health and Addiction Organization,Addiction Services,Seven South Street Treatment Centre, , , ,7 South Street, ,Administration and Practice Location,Orillia,L3V3T1,20220428135935,20220426152927
-75.675051528,45.3879828500001,7857,172378366,9721107,Independent Health Facility,"Nuc Med - In Vivo Gen, Nuc Med - In Vivo SPECT",Kilborn Nuclear Imaging, ,Kilborn Nuclear Imaging Inc., ,1355 Bank Street,Suite 502,Practice Location,Ottawa,K1H8K7,20220428135918,20220426152425
-91.6587439749999,49.4159460180001,7858,172377731,9000000073,Community Health Centre,Site,Mary Berglund Community Health Centre, , , ,1100 Main Street,Postal Office Box 450, ,Ignace,P0T1T0,20220428140040,20220426152242
-80.204984469,42.7880868940001,7859,172382479,3819336,Pharmacy,RP,Roulston's Pharmacy, , , ,414 Main Street, , ,Port Dover,N0A1N0,20220428140105,20220426153428
-80.215966306,43.172749061,7860,172379130,3026,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,40 Shellington Place, , ,Brantford,N3S0C5,20220428140025,20220428100510
-79.340630873,43.679559892,7861,172378734,4137196,Independent Health Facility,"Nuc Med - In Vivo Gen, Nuc Med - In Vivo SPECT",Toronto Cardiology Associates Inc., ,Toronto Cardiology Associates Inc., ,837 Danforth Avenue, ,Practice Location,Toronto,M4J1L2,20220428140005,20220426152530
-79.285281658,43.7129553,7862,172388599,3006,Long-Term Care Home,Non-Profit,Providence Healthcare, , , ,3276 Saint Clair Avenue East, , ,Toronto,M1L1W1,20220428140056,20220426155118
-76.506436504,44.2254938130001,7863,172377439,10000000,Hospital - Site, ,Providence Transitional Care Centre, ,Providence Care Hospital, ,340 Union Street, , ,Kingston,K7L4E6,20220428140022,20220426152146
-79.3414975759999,43.708973197,7864,172386939,T0428,Retirement Home, ,Leaside, , , ,William Morgan Drive,14-Oct, ,Toronto,M4H1E7,20220428140000,20220426154735
-75.520192084,45.472964571,7865,172386900,N0029,Retirement Home, ,Jardin Royal Garden Inc., , , ,2802 Saint Joseph Boulevard, , ,Ottawa,K1C1G5,20220428140036,20220426154730
-79.096427408,43.830714529,7866,172378495,5403904,Independent Health Facility,"Bone Min DXA, Mamm, Radgrhy, Gen Ultrasound, Vasc Utrasnd, Nuc Med - In Vivo SPECT, Nuc Med - In Vivo Gen",MyHealth Centre, ,MyHealth Partners Inc., ,1105 Kingston Road,Unit D202,Practice Location,Pickering,L1V1B5,20220428140041,20220426152458
-80.276819759,43.5502019250001,7867,172383191,5025634,Pharmacy,RP,Guelph Medical Place Pharmacy, , , ,83 Dawson Road, , ,Guelph,N1H1B1,20220428140106,20220426153628
-77.1375332919999,44.0158923490001,7868,172379442,4018,Laboratory - Hospital,Hospital Laboratory - Satellite-Ltd. Testing Lab,Quinte Health Care, ,Quinte Health Care - Prince Edward County Memorial Hospital, ,403 Main Street East,Postal Office Box 1900, ,Prince Edward,K0K2T0,20220428140006,20220428094704
-79.8711901039999,43.249350291,7869,172379471,4037,Laboratory - Hospital,Hospital Laboratory - Teaching Hospital(Urban),St Joseph's Healthcare, ,St. Joseph's Healthcare, ,50 Charlton Avenue East,Charlton Site, ,Hamilton,L8N4A6,20220428135934,20220428094052
-79.934266759,43.646022658,7870,172379248,3611,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,40 Hillside Drive, , ,Halton Hills,L7G4W3,20220428140100,20220426161518
-75.638705719,45.4219465570001,7871,172385615,8118155,Pharmacy,RP,Shoppers Drug Mart #621, , , ,1200 St Laurent Boulevard, , ,Ottawa,K1K3B8,20220428140016,20220426154415
-79.2490794559999,43.824818921,7872,172385688,8203473,Pharmacy,RP,Majestic City Pharmacy, , , ,2900 Markham Road,Unit A1, ,Toronto,M1X1E6,20220428135958,20220426154425
-75.7022910709999,44.591737111,7873,172381572,1658192,Pharmacy,RP,Brockville Medical Pharmacy, , , ,100 Strowger Boulevard,Unit 108, ,Brockville,K6V5J9,20220428140028,20220426153226
-79.207495482,43.1248476000001,7874,172385091,7512275,Pharmacy,RP,Thorold Medical Pharmacy, , , ,60 Albert Street West, , ,Thorold,L2V2G7,20220428140034,20220426154241
-80.3519189679999,43.392254994,7875,172385462,7957712,Pharmacy,RP,Cambridge Medical Pharmacy, , , ,1174 King Street East, , ,Cambridge,N3H3P6,20220428135912,20220426154346
-77.861982419,45.0686492,7876,172384239,6487633,Pharmacy,RP,North Hastings Family Pharmacy, , , ,217 Hastings Street North, , ,Bancroft,K0L1C0,20220428140014,20220426153957
-78.528503034,45.0383125640001,7877,172377354,10000000018,Hospital - Corporation, ,Haliburton Highlands Health Services - Haliburton, ,Haliburton Highlands Health Services, ,7199 Gelert Road, , ,Haliburton,K0M1S0,20220428140057,20220426152135
-81.095168788,44.2990936140001,7878,172384030,6203592,Pharmacy,RP,Rexall #6919, , , ,55 First Avenue South, , ,Chesley,N0G1L0,20220428135956,20220426153917
-80.734347542,42.862344782,7879,172388797,M615,Long-Term Care Home,Non-Profit,Woodingford Lodge - Tillsonburg, , , ,52 Venison Street West, , ,Tillsonburg,N4G1V1,20220428140022,20220426155144
-79.319841276,43.7952640130001,7880,172382871,4507590,Pharmacy,RP,Main Drug Mart, , , ,3245 Finch Avenue East, , ,Toronto,M1W4C1,20220428135923,20220426153521
-79.4300380349999,44.056020253,7881,172383288,5164430,Pharmacy,RP,Holy Family Pharmacy, , , ,17120 Leslie Street,Unit 2, ,Newmarket,L3Y8K7,20220428140031,20220426153650
-81.004884782,46.4515351740001,7882,172378216,9866432,Independent Health Facility,(M) Opth Utrasnd,Dr. Larry Schonberger, ,Dr. Larry Schonberger, ,2009 Long Lake Road,Suite 304,Practice Location,Greater Sudbury,P3E6C3,20220428135903,20220426152354
-79.332618673,43.709881297,7883,172382643,4150117,Pharmacy,RP,Overlea Pharmacy, , , ,10 Gateway Boulevard,Suite R165, ,Toronto,M3C1A3,20220428140011,20220426153450
-81.1614393679999,42.772671346,7884,172386649,S0021,Retirement Home, ,Caressant Care On Bonnie Place, , , ,15 Bonnie Place, , ,St. Thomas,N5R5T8,20220428140053,20220426154657
-80.3431423659999,43.398547895,7885,172387406,9000000194,Senior Active Living Centre, ,Fairview Seniors Community � Centre for Health and Wellness,Fairview Seniors Community � Centre for Health and Wellness, , ,515 Langs Drive,"515, promenade Langs", ,Cambridge,N3H5E4,20220428135945,20220428132125
-77.129805448,45.8272775610001,7886,172385295,7747557,Pharmacy,LTCF,Miramichi Lodge, , , ,725 Pembroke Street West, , ,Pembroke,K8A8S6,20220428140051,20220426154315
-79.520779838,43.768455599,7887,172379386,3403,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Med-Health Laboratories Limited, ,Med-Health Laboratories Limited, ,4640 Jane Street,Unit 200, ,Toronto,M3N2K5,20220428140025,20220428101730
-80.881664504,43.0381070060001,7888,172380086,15143,Mental Health and Addiction Organization,Addiction Services,Ingersoll Nurse Practitioner-Led Clinic, , , ,19 King Street East, ,Practice Location,Ingersoll,N5C1G3,20220428135905,20220426152828
-80.4007436109999,43.696461345,7889,172380888,44437,Pharmacy,LTCF,Wellington Terrace Home, , , ,474 Charles Allan Way, , ,Fergus,N1M0A1,20220428140008,20220426153058
-79.3846554839999,43.649615484,7890,172378724,2283351,Independent Health Facility,"Bone Min DXA, Mamm, Radgrhy, Gen Ultrasound",The Toronto Centre for Medical Imaging, ,The Toronto Centre for Medical Imaging Inc., ,150 York Street,Suite 910,Practice Location,Toronto,M5H3S5,20220428135948,20220426152529
-79.490411224,43.7247765930001,7891,172377379,10000000083,Hospital - Site, ,Humber River Hospital - Wilson, ,Humber River Hospital, ,1235 Wilson Avenue, , ,Toronto,M3M0B2,20220428135931,20220426152138
-80.2595744179999,43.1517790560001,7892,172383277,5150356,Pharmacy,RP,Shoppers Drug Mart #1155., , , ,269 Clarence Street, , ,Brantford,N3R3T6,20220428140048,20220426153649
-77.859480817,45.0557559980001,7893,172383313,5191810,Pharmacy,LTCF,Hastings Centennial Manor, , , ,36 Maple Street, , ,Bancroft,K0L1C0,20220428135939,20220426153652
-80.2711129579999,43.559856327,7894,172380741,9000000015,Midwifery Clinic,Main,Family Midwifery Care of Guelph, , , ,672 Woolwich Street,Unit 1,Practice Location,Guelph,N1H3Z1,20220428135951,20220426153024
-79.683712079,43.64627497,7895,172379361,5407,Laboratory - Community Private,"Community (Private) Laboratory - Broad Scope, Splty & Ref.Lab",LifeLabs LP, ,LifeLabs, ,6560 Kennedy Road, , ,Mississauga,L5T2X4,20220428140043,20220428090516
-88.263094151,49.0120685110001,7896,172384042,6220877,Pharmacy,RP,Rexall #6936, , , ,54 Front Street, , ,Nipigon,P0T2J0,20220428140107,20220426153918
-79.897470046,44.7169382440001,7897,172384602,6947272,Pharmacy,RP,Shoppers Drug Mart # 973, , , ,9186 Highway 93, , ,Midland,L4R4K4,20220428140108,20220426154056
-79.684068968,43.524246948,7898,172387910,4316,Community Support Service,Site,Ukrainian Home for the Aged Op as Ivan Franko Home, ,MISSISSAUGA Ukrainian Aged Home, ,3058 Winston Churchill Boulevard, , ,Oakville,L5L3J1,20220428140001,20220428112757
-79.863130336,43.6459100610001,7899,172380245,13995,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,486 Guelph Street,Norval United Church,Practice Location,Halton Hills,L7G5P2,20220428135935,20220426152850
-76.2709768839999,44.9043282420001,7900,172388583,962,Long-Term Care Home,For-Profit,Perth Community Care Centre, , , ,101 Christie Lake Road,R. R. 4, ,Perth,K7H3C6,20220428135916,20220426155116
-85.82431619,49.1274303910001,7901,172377455,10000000103,Hospital - Corporation, ,Sante Manitouwadge Health, ,Sante Manitouwadge Health, ,1 Healthcare Cres., , ,Manitouwadge,P0T2C0,20220428140040,20220426152149
-79.4752538709999,43.165364095,7902,172382265,3379098,Pharmacy,LTCF,Albright Manor, , , ,5035 Mountain Street, , ,Lincoln,L0R1B0,20220428140105,20220426153400
-79.461928745,44.060074152,7903,172378865,8177301,Independent Health Facility,Sleep Stud,York County Sleep Disorders Centre, ,Linde Canada Inc., ,28 Main Street North, ,Practice Location,Newmarket,L3Y3Z7,20220428140024,20220426152547
-84.318562452,46.5051222980001,7904,172378509,8423504,Independent Health Facility,Radgrhy,MyHealth Centre, ,MyHealth Partners Inc., ,955 Queen Street East,Suite 50,Practice Location,Sault Ste. Marie,P6A2C3,20220428140005,20220426152503
-79.709531265,43.395134124,7905,172381020,411815,Pharmacy,RP,Bronte Centre Pharmacy, , , ,78 Jones Street, , ,Oakville,L6L6C5,20220428140102,20220426153112
-80.261926318,43.139150053,7906,172387321,9000000260,Senior Active Living Centre, ,Beckett Adult Leisure Centre,Beckett Adult Leisure Centre, , ,219 Colborne Street,"219, rue Colborne", ,Brantford,N3T2H2,20220428140019,20220428131500
-80.763399576,43.14346533,7907,172386728,S0383,Retirement Home, ,Chartwell Oxford Gardens Retirement Residence, , , ,423 Devonshire Avenue, , ,Woodstock,N4S0B2,20220428140036,20220426154707
-79.403171791,43.656426185,7908,172380257,2311,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,"Neighbourhood Group Community Services, The", , , ,260 Augusta Avenue, ,Administration and Practice Location,Toronto,M5T2L9,20220428135920,20220426152852
-79.511043624,43.647729978,7909,172384580,6924233,Pharmacy,RP,Shoppers Drug Mart #808, , , ,3010 Bloor Street West, , ,Toronto,M8X1C2,20220428135941,20220426154052
-80.241824647,43.5415265250001,7910,172383549,5549515,Pharmacy,RP,Wyndham Medical Pharmacy, , , ,75 Wyndham Street South,Unit F, ,Guelph,N1E5R3,20220428135924,20220426153749
-76.4842254979999,44.2312032150001,7911,172379165,3277,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,255 Bagot Street, , ,Kingston,K7L3G4,20220428140100,20220426161422
-79.7974096889999,43.354189713,7912,172379235,3549,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,3155 Harvester Road, , ,Burlington,L7N3V2,20220428135904,20220426161507
-79.391835086,43.649867284,7913,172381710,2056599,Pharmacy,RP,Shoppers Drug Mart 1414, , , ,260 Queen Street West, , ,Toronto,M5V1Z8,20220428140010,20220426153245
-79.351395983,43.762182706,7914,172378131,372397,Independent Health Facility,"Gen Ultrasound, Vasc Utrasnd",CCMSU Medical Imaging, ,1405067 Ontario Inc., ,240 Duncan Mill Road,Suite 804,Practice Location,Toronto,M3B3S6,20220428135932,20220426152342
-80.5245010309999,43.4755880000001,7915,172384351,6633235,Pharmacy,RP,University Pharmacy, , , ,240 King Street North, , ,Waterloo,N2J2Y7,20220428140050,20220426154017
-78.182761026,43.963809994,7916,172382015,2815957,Pharmacy,RP,A+ Compounding Pharmacy, , , ,541 William Street,Unit 2 & 3, ,Cobourg,K9A3A4,20220428140046,20220426153325
-79.234409747,43.7761670140001,7917,172381862,2419476,Pharmacy,RP,Specialty Rx, , , ,2060 Ellesmere Road, , ,Toronto,M1H2V6,20220428135937,20220426153305
-80.32910566,43.380790893,7918,172383451,5397956,Pharmacy,RP,Coronation Medical Pharmacy, , , ,695 Coronation Boulevard, , ,Cambridge,N1R7J9,20220428135910,20220426153728
-79.633147959,43.5967185640001,7919,172387796,4162,Community Support Service,Site,Peel Halton Dufferin Acquired Brain Injury Services, ,MISSISSAUGA Acquired Brain Injury, ,176 Robert Speck Parkway, , ,Mississauga,L4Z3G1,20220428140113,20220428112801
-78.930150076,42.9066847730001,7920,172383353,5264992,Pharmacy,RP,Shoppers Drug Mart #783, , , ,450 Garrison Road, , ,Fort Erie,L2A1N2,20220428140013,20220426153706
-82.1798229519999,42.40236853,7921,172387135,S0196,Retirement Home, ,St. Andrew's Residence, , , ,99 Park Street, , ,Chatham,N7M3R5,20220428135929,20220426154801
-79.033075588,43.829890332,7922,172381042,469255,Pharmacy,RP,Discovery Bay Pharmacy, , , ,570 Westney Road South,Unit 23, ,Ajax,L1S6V5,20220428135921,20220426153115
-79.948550513,43.0794913570001,7923,172385224,7648913,Pharmacy,RP,Argyle Medical Pharmacy, , , ,250 Argyle Street North,Unit 1, ,Caledonia,N3W1K9,20220428135912,20220426154256
-80.754135173,43.13670453,7924,172388040,4504,Community Support Service,Site,Victorian Order of Nurses - Oxford Branch, ,WOODSTOCK Victorian Order Of Nurses, ,570 Ingersoll Avenue, , ,Woodstock,N4S4Y2,20220428140038,20220428112854
-76.498122504,44.2556777190001,7925,172386038,8575437,Pharmacy,RP,Elliott Drug Mart, , , ,400 Elliott Avenue,Unit 12, ,Kingston,K7K6M9,20220428140111,20220426154525
-79.250572549,43.7371903060001,7926,172379959,17853,Mental Health and Addiction Organization,Mental Health Services,Fred Victor Centre, , , ,2660 Eglinton Avenue East, ,Practice Location,Toronto,M1K2S3,20220428140007,20220426152811
-82.8498234159999,45.92230829,7927,172380278,8537,Mental Health and Addiction Organization,Mental Health Services,Noojmowin Teg Health Centre, , , ,Sheshegwaning Road,Unit B,Practice Location,Sheshegwaning,P0P1X0,20220428135950,20220426152855
-78.542044093,44.546212779,7928,172382686,4223316,Pharmacy,RP,Village Gate Pharmasave, , , ,101 East Street North, , ,Kawartha Lakes,K0M1A0,20220428135954,20220426153456
-79.563899959,43.84385531,7929,172378803,2200847,Independent Health Facility,"PF - Screen, PF - Lung Vol & Diff",Vaughan Pulmonary Function, ,Dr. Vikram R. Comondore Medicine Professional Corporation, ,3865 Major Mackenzie Drive,Unit 106,Practice Location,Vaughan,L4H4P4,20220428140042,20220426152539
-79.044176995,43.8779759400001,7930,172383546,5548197,Pharmacy,LTCF,Winbourne Park, , , ,1028 Westney Road, , ,Ajax,L1S4S7,20220428140107,20220426153749
-77.392640689,44.1766719670001,7931,172387049,N0476,Retirement Home, ,Quinte Gardens Retirement Residence, , , ,30 College Street, , ,Belleville,K8P0A9,20220428140037,20220426154750
-82.1669079769999,45.7328175970001,7932,172380766,9000000064,Midwifery Clinic,Main,Manitoulin Midwifery, , , ,2236 Highway 551,Postal Office Box 289,Practice Location,Mindemoya,P0P1S0,20220428135921,20220426153030
-79.550800151,43.803125504,7933,172385027,7447756,Pharmacy,RP,Wellmedica Pharmacy, , , ,Weston Road,Unit 55 - 7600, ,Vaughan,L4L8B7,20220428135942,20220426154219
-79.412374896,43.6885087900001,7934,172384068,6253396,Pharmacy,RP,Rexall #6991, , , ,393 Spadina Road, , ,Toronto,M5P2W1,20220428135925,20220426153921
-79.2507093839999,42.9785701710001,7935,172379699,30744,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Niagara Branch, , , ,570 King Street, ,Practice Location,Welland,L3B3L2,20220428140100,20220426152736
-89.253805665,48.4083380600001,7936,172385995,8538834,Pharmacy,RP,Carerx Thunder Bay, , , ,977 Alloy Drive,Unit 9, ,Thunder Bay,P7B5Z8,20220428140017,20220426154518
-81.002812681,46.4546823740001,7937,172386139,8692872,Pharmacy,RP,Pharmaright Pharmacy, , , ,1865 Paris Street,Unit E, ,Greater Sudbury,P3E3C5,20220428135959,20220426154547
-79.653806781,43.7750804940001,7938,172381971,2717518,Pharmacy,RP,Fogal Pharmacy Ltd, , , ,8920 Highway 50,Unit E6, ,Brampton,L6P3A3,20220428140029,20220426153320
-80.2848316499999,43.423747002,7939,172385470,7966034,Pharmacy,RP,Townline Pharmacy, , , ,940 Jamieson Parkway,Unit B3, ,Cambridge,N3C4N6,20220428140034,20220426154347
-78.3211660809999,44.0883485100001,7940,172385881,8418198,Pharmacy,RP,Bewdley Pharmacy, , , ,7147 Lake Street, , ,Bewdley,K0L1E0,20220428135913,20220426154458
-79.455929434,43.9520840340001,7941,172384653,7007954,Pharmacy,RP,Pharmacare Medical Group, , , ,13311 Youge Street,Unit 107, ,Richmond Hill,L4E3L6,20220428140015,20220426154112
-75.4736610479999,45.235288032,7942,172384902,7279152,Pharmacy,RP,Metcalfe Pharmacy, , , ,8206 Victoria Street,Postal Office Box 310, ,Embrun,K0A2P0,20220428135957,20220426154152
-79.773419909,43.661675368,7943,172388230,2953,Long-Term Care Home,For-Profit,Burton Manor, , , ,5 Sterritt Drive, , ,Brampton,L6Y5P3,20220428140114,20220426155030
-75.277049886,45.2736182470001,7944,172380746,9000000044,Midwifery Clinic,Satellite,Gentle Beginnings Midwifery, , , ,1011 Notre Dame Street, ,Practice Location,Embrun,K0A1W0,20220428140027,20220426153025
-79.6039720159999,43.209986197,7945,172384229,6473675,Pharmacy,RP,Grimsby Pharmacy, , , ,520 North Service Road,Unit 101, ,Grimsby,L3M4E8,20220428140033,20220426153955
-83.678504671,49.6868491050001,7946,172377431,10000000195,Hospital - Corporation, ,Notre Dame Hospital, ,Notre Dame Hospital, ,1405 Edward Street, , ,Hearst,P0L1N0,20220428135902,20220426152145
-78.8840107519999,43.969335963,7947,172383529,5514856,Pharmacy,RP,The Medicine Shoppe #191, , , ,Ritson Road North,Unit 10 - 1288, ,Oshawa,L1G7Z9,20220428140013,20220426153748
-81.9769041019999,42.552018167,7948,172387540,9000000061,Senior Active Living Centre, ,Thamesville Happy Club,Thamesville Happy Club, , ,96 London Road,"96, chemin London", ,Thamesville,N0P2K0,20220428140055,20220428130528
-84.774749162,49.2121005700001,7949,172388452,2771,Long-Term Care Home,Non-Profit,Hornepayne Community Hospital, , , ,278 Front Street,Postal Office Box 190, ,Hornepayne,P0M1Z0,20220428135946,20220426155059
-79.330624782,43.8189308170001,7950,172381995,2758377,Pharmacy,RP,J&m Health Essentials & Phcy, , , ,3636 Steeles Avenue East,Unit 209, ,Markham,L3R2K9,20220428135908,20220426153323
-79.279910865,43.810346817,7951,172386338,8900558,Pharmacy,RP,Brimley Pharmacy, , , ,127 Montezuma Trail, , ,Toronto,M1V1K4,20220428135943,20220426154615
-81.091334987,44.298319914,7952,172388575,1053,Long-Term Care Home,For-Profit,Parkview Manor Health Care Centre, , , ,98 3rd Street South,"Postal Office Box 298, East", ,Chesley,N0G1L0,20220428135931,20220426155115
-79.279951367,43.830512621,7953,172381597,1739177,Pharmacy,RP,Hillcroft Pharmacy, , , ,5 Hillcroft Drive,Unit 7, ,Markham,L3S1R7,20220428140046,20220426153229
-79.78983439,43.39287362,7954,172381554,1628233,Pharmacy,RP,Appleby Pharmacy, , , ,1960 Appleby Line,Suite 10, ,Burlington,L7L0B7,20220428135937,20220426153224
-79.6488508639999,43.6025335640001,7955,172383760,5838855,Pharmacy,RP,Kingsbridge Pharmacy, , , ,20 Kingsbridge Gdn Circle,Unit 2, ,Mississauga,L5R3K7,20220428135910,20220426153831
-79.257491858,43.8103578180001,7956,172387477,9000000124,Senior Active Living Centre, ,Ontario Tamil Seniors - Call-a-Service,Ontario Tamil Seniors - Call-a-Service, , ,5200 Finch Avenue East,"Unit 203, 5200, avenue Finch Est, bureau 203", ,Toronto,M1S4Z2,20220428140113,20220428131643
-79.458302827,43.8659213190001,7957,172381607,1756772,Pharmacy,RP,Don Head Pharmacy, , , ,205 Don Head Village Boulevard, , ,Richmond Hill,L4C7R3,20220428135952,20220426153231
-79.322614094,45.0657936310001,7958,172386659,N0095,Retirement Home, ,Castle Peak Retirement Residence, , , ,56 Douglas Drive, , ,Bracebridge,P1L0B9,20220428135928,20220426154658
-79.5613570369999,43.609672769,7959,172377501,10000000217,Hospital - Site, ,Trillium Health Partners- Queensway, ,Trillium Health Partners, ,150 Sherway Drive, , ,Toronto,M9C1A5,20220428135917,20220426152155
-80.215966306,43.172749061,7960,172378070,896467,Independent Health Facility,Gen Ultrasound,Brantford Radiology Group, ,2392789 Ontario Inc., ,40 Shellington Place,Suite 102,Practice Location,Brantford,N3S0C5,20220428135903,20220426152333
